"","photo_id","business_id","caption","label","length","stars","len_word"
"16790","le_HUP2aGegQn3PIAHi-7w","j8oKeBN7GYt2iOg5xmawJw","gourmet churro cake","food",34,4,3
"16791","lefuz_s0Z5qOhQOA4YGrdQ","I6EDDi4-Eq_XlFghcDCUhw","large stone crab","food",21,4.5,3
"16792","legYKrnO3CBYBadPDD6g6w","wtftZecNakP5WKwi-k0cYg","miso soup","food",9,4,2
"16793","lekbIMLqKOEWoX1dFdZKGw","2lUp2T09MltaVT5awHRElA","bbq sliced pork sauce sesame seed","food",66,4.5,6
"16794","leyPR7BHsaQtyg9JjlXuiA","QwxtJF1Dw9hEGdGQciD9Ng","sweet","food",37,3.5,1
"16795","lezFHHQ-eN96V0-M7DQyLw","PxVDTzEtny8OfF7dWbSxPw","sweet bbq","food",37,4.5,2
"16796","lf--8g3GF_r6ox4FCV-IEQ","fh-hCT2esNJEocdBdggWoQ","fried pepper salt","food",30,3,3
"16797","lf5jADYoSrYLxPDTVZDtHw","IfKJC-1YOcDjpP2Toy0NTg","veggie burger","food",14,4,2
"16798","lf7tyZWOMupi72RVkW_UiA","Y6ERro4P_wmneOWj07n94A","vegetarian bowl","food",21,3,2
"16799","lfKBanTxT08hbauqEJPt3Q","CzcfYhCbzPoVEgVZfOgw8A","fried dessert","food",33,3,2
"16800","lfKht4fjMbmAnl_q-9G-zQ","fKlr9qNoV37WQJwQ826POg","lamb chop grilled","food",41,4,3
"16801","lfR7w3ZvipNLnWUHVL9rBw","vsFFbN71ehRCp46KeR5RdQ","breakfast","food",61,4.5,1
"16802","lfUsoSZcil_GZqgwndiltA","hH36Av7cncv499KS3kjcXg","potato salad bowl","food",20,4,3
"16803","lfUxOHx7xIO86DFkdS2J4g","3C5Z9homtzkWHouH2BHXYQ","egg","food",11,4,1
"16804","lfVPMJlsltRN6hJpixv9Eg","yU_z2d0TnLBBFEEYMYhKJA","smoked turkey californium sandwich","food",33,2.5,4
"16805","lfe7HepE0tbH9NsGHtnzFw","sH9aI3xg-POBMp8R-kSQZg","fettuccine prosciutto pea tomato cream sauce","food",59,3.5,6
"16806","lfjX-ECFLxfq7eUNwe1Rnw","I-5qHCVwT7k_KH67-YOx3A","coconut curry bang chicken brown rice","food",62,3.5,6
"16807","lg91TQPvEL-rQTjzG_uyGg","f4x1YBxkLrZg652xt2KR5g","andy famou fried chicken","food",38,4,4
"16808","lgDS5bqKNrJsLgI83JQotA","VgRcUx2ezIk24DKMSH2YEA","bread","food",35,4,1
"16809","lgJ4KMi99H4P_fNGHSG17A","1uPQTz5XZSWr0ti7kUpaDw","fried lamb","food",10,4,2
"16810","lgYyuYuSxL26Q8hOClVXIQ","3vkP6t_kKN3JT8MMUaBVEA","chicken crepe","food",14,4,2
"16811","lgcKut76jWJUtd_yJBp_Kg","POiWEckMIOqX7TgBxXgCzw","shrimp snow pea","food",21,3.5,3
"16812","lgdAtQYFYXqGzN9Mgy5fRg","tkSk6jdenjbYEcqSchFR7g","chef scallion hot sauce ponzu","food",99,4,5
"16813","lgeILxPX-N6C8dDaLxhRog","z9fJgTfqM8CVTAyUYE2ruA","santum egg benedict","food",22,4,3
"16814","lgebyFQwy-eOeSmMKT_Jcw","3fPIRTnBhd81MixgS9YoMQ","chipotle chicken pizza","food",22,3.5,3
"16815","lgepYz39d-nl4soS70t8qA","JXTlt-mRrQoE2_gfijhp4g","corn cheese","food",11,4.5,2
"16816","lglNhT_InWzWCXAWAdp7ZA","pCer-vIZM05p423MFmiSng","roll","food",18,3.5,1
"16817","lgovqYkrXqMlt-PbThfM2g","gGS9Os0UBBO8BosD3VnwqQ","fresh salad","food",18,3,2
"16818","lgrWT8ca7Ic77wO7rLC_jg","1vEBp-YeAvqg1w19GzYg9w","chicken salad appetizer","food",23,3.5,3
"16819","lguTHnyQtx64d-r5_UENVQ","I6EDDi4-Eq_XlFghcDCUhw","crab bisque","food",11,4.5,2
"16820","lgwiGCT93Gt1FBaeIX19xg","QYyzz8EbhazlLzwet-Jv3Q","bbq pork taco","food",14,4,3
"16821","lh0E5G65nhEVeicJklhX-Q","HlkjT-4MXW_efuEydjrR1A","vegetable egg roll","food",19,4,3
"16822","lhJCuf5ralBoQjIjd6GaDw","7hWNnAj4VwK6FAUBN8E8lg","tomato salad","food",22,4.5,2
"16823","lhSmMMXvzGl0SdSOL94zAg","fi_yw_5KIx04ZWlhfWVjNA","rib","food",20,4,1
"16824","lhVwyS6vR433hvzX5GYAAQ","-IWsoxH7mLJTTpU5MmWY4w","salted fried shrimp","food",41,4,3
"16825","lhWgg9QXsUcv9gS1LuLl2A","RJNAeNA-209sctUO0dmwuA","cheese curd","food",22,4,2
"16826","lhYPepE3y4yZiP_hgPzVZA","77h11eWv6HKJAgojLx8G4w","fresh juice","food",34,4,2
"16827","lhm5bEcHE_ELnYzBytt0yg","NUhHkT1wfXsTLxt_tWwVXw","thai veggie roll","food",17,4,3
"16828","lhoSDzFCieZMVQHxTxFsTQ","rfvdrAv1yq5_5mFl-aOAdg","chicken salad sandwich served pretzel bun","food",47,3.5,6
"16829","lhrR4Q4UhS7pR5scSNo0yA","xDvl_i1g1HCJ4EmIRmwfqg","rib salad","food",20,3,2
"16830","li3UpS5C7iYwEfaMoH3EXw","0ED9PlLogo_HYWuoSRaTpw","ground beef rice topped cheese sour cream","food",62,3.5,7
"16831","liCtbymIRJZGsllMssu_AQ","faPVqws-x-5k2CQKDNtHxw","fried tomato deviled egg","food",39,4.5,4
"16832","liH0A0aUX_G6qL-EYOlolA","R9GAIXv4DcbgZH-eUd_qIw","bowl","food",11,5,1
"16833","liRHAKqCJI7B0ey2xQ6KkA","ErTB7R4rJNUUV8nsUVG26Q","mix deliciou","food",29,4,2
"16834","liWlzxZe5Ys41el3fjHIXg","YuiM5VKscO8rS1EX7f19_g","chicken","food",18,3.5,1
"16835","lihEDvaWzr5wXBrGP6tyjw","I6EDDi4-Eq_XlFghcDCUhw","fry chicken","food",11,4.5,2
"16836","linqae3_biIY4kljJjXexw","cstZ9oPTRnK8p0iIHv9e0A","fresh warm panna cottum bun","food",46,3.5,5
"16837","liztm8F6du_t82icn98pDQ","i_t_UJTSScw4srpb8aHUiw","free chicken","food",16,3.5,2
"16838","lj9qR2Ds8hEUjVbrWUII-Q","K9Zm2rrQocTL8HZFnzl_-Q","asada fry popcorn chicken","food",31,3.5,4
"16839","ljBMxI_PFCh7ZF55N7tC3w","1gU1ZNbcvk0puuUQjbl23w","salmon roll","food",21,4,2
"16840","ljCG9exUk_Vx48KjdYXNcg","UqbnR83EtBOWK6unSZkeLg","sirloin flavorful steak","food",63,4,3
"16841","ljRZuaFLCQcd7FnwNjZrOw","ataRn8s6owt3SObGajp4KQ","pizza","food",11,3.5,1
"16842","ljizVerWuf_VeeAN6FgbOg","arv3T_av9OoVo3SvxV4TXw","tuna taco","food",13,4.5,2
"16843","ljr4UPgTEEFwU-qpTaVg-A","uFTcyheegHAdRobLf_4Siw","sliced noodle traditional braised pork","food",43,3.5,5
"16844","lk-gODItWZ2MZ8IF0vlK9A","iFCz-xI7CV98fcaB4Chh3g","steak","food",12,4.5,1
"16845","lkPCv__Y9Uu_4EWIcumffQ","dsIHIXyAl_ldqkd8QekvTQ","poutine burger maple wing","food",30,2.5,4
"16846","lkULHCUr5_t1EWBHtug-4g","q1_XLrkGunuzMF00TrwuYQ","spicy noodle seafood sushi maki combo","food",56,3.5,6
"16847","lkhx6XySgnnpJHf1N0sQ1g","axX1hO_lEn9C-na3mMN4Aw","big burger","food",13,4,2
"16848","lkjGEOTlwdqVVEEkECh4Ug","uzPW_24SThB9mYA8GH8HFQ","cheese endoedible","food",64,4,2
"16849","lkmTqzfHFNYq6zM1zYXLDg","ypfFfR3-PbtoslIhohNstw","steamed egg","food",11,3.5,2
"16850","ll5N7qIlnXpsA_5NVaH0rA","XnJeadLrlj9AZB8qSdIR2Q","sweet","food",15,4.5,1
"16851","llCQzVkVI19BIUUqHerRaw","dM8Yp8StA1NdusK5Ta_j-g","apple brownie special","food",125,4.5,3
"16852","llSyLfXLeN65AzXLb4Rn9g","ivq-9aKvAm9IBWX0TnLwgg","spicy","food",30,4.5,1
"16853","llni5qPVHZCn8KPjB5WBtQ","87I8ba2FKYKeXyAhiC6cLg","poke taco","food",14,3.5,2
"16854","llpUBp6c0tOpK2uaywi7pQ","aLcFhMe6DDJ430zelCpd2A","garlic shrimp","food",14,4,2
"16855","llsqfm8aycbrQPaQ6tVF0A","_xAJZOKBMPOe47p1MphB2w","fried","food",17,4,1
"16856","lltKFjRN6iGn92gpXJsZ5Q","ZGaW5a7wxXxUgGTtbFqNxg","chicken souvlaki dinner","food",23,4,3
"16857","lm4w9Nab8HT3Kp2Uvjq04Q","RdSYqIwDUWLFU4-sdF3JNw","breakfast taco brunch","food",36,4,3
"16858","lmB_lGfikYDe63YseaIyDA","mmazCP1ZH0QsUqDS6OivFA","hazelnut cake beef dessert","food",56,4,4
"16859","lmH0kNsAY-isNsSI9MdjZA","iEEiRQjRct417O--f6QqZg","baked chicken wing","food",28,3,3
"16860","lmMuVeh8rL09yKmwGwPiBQ","KpgPSQmQDgx3tJ6RlKVCBA","street fry","food",13,3,2
"16861","lmQFd8zr9cMQh7bwGxa7JQ","0-_yunJ6-2EkogfCgA8TwA","cream cone ice soft sweet treat vegan gluten free","food",130,4.5,9
"16862","lmRwbVuYxfuzaSnXESIYhQ","08t3_HjbpLyPeuft6eoa5A","chocolate chip ice cream sandwich","food",33,4.5,5
"16863","lmUixDz_G_QNM8yARbOk3g","cHcYk5bJn3Nh9ARJjQVq8Q","salad","food",14,4.5,1
"16864","lmWmtdN-Tis-kaiDPn_spA","I-5qHCVwT7k_KH67-YOx3A","shrimp scampi steak combo","food",35,3.5,4
"16865","lmbxIkDyoFn3F5yI2v_6Vw","6rYnfSWSkyXnlD3Fjep3PQ","waffle fresh strawberry","food",48,4.5,3
"16866","lmrwEBVqFowe7Y-bA4g5hA","7zQejWAhY4v4LXHR6bY7dg","truffle mushroom pork crab meat","food",77,3,5
"16867","lnRiDTO0kmO-DkOyTLGroA","IUtjbbqQ6jUSi4t2jjgYRA","beef tartare","food",12,4,2
"16868","loHwOSvO_CFTgmUvzwodeA","Q7oKidQDV52LEPfiwizSNQ","salmon fatty","food",25,3,2
"16869","loMsU5N6Cl_tC_6-J21c0A","bm5PjdlaanvkE2kBGfzCHg","little dessert treat layered cake mousse pastry cream berry","food",92,3,9
"16870","loRA3hkzQRBeEIp-TAKbJQ","utIA0LyQmwP-9DRyxUe6qQ","breakfast","food",15,4,1
"16871","lotSecVBcOjbnc7yHZ75jA","GzeEWudkHZBHAhLXEgooIw","chocolate cake","food",22,4,2
"16872","lotc8RAN2J4JDRUvxLHuzg","NXNa5OYmN1CNmXwHhDxpRA","pork belly bowl","food",23,4,3
"16873","lp1W8m1w_22pJ4GWsA3rKw","sVoeqb0-JCf82n4z9cUJLA","grilled salmon","food",34,3.5,2
"16874","lp8mpmg-Ek-NeY6VoHOjvw","AVEztb9RqonXHpGan5zoaQ","carne asada taco","food",16,4,3
"16875","lpBKNO1iAkz3vOTmyCCqNA","faPVqws-x-5k2CQKDNtHxw","butterscotch cake bacon frosting old","food",55,4.5,5
"16876","lpF3XRa1FaNIe6nFBHCkFw","wa8QgXQu1ZxwPgdRl9lYlg","spicy miso raman","food",29,4,3
"16877","lpNyuzb2chx-pL221HZSLg","dAmVTQ6ukuLh4UxTmBoRkg","fry","food",36,4,1
"16878","lptugAqKxmE25XTgpgF4ew","Cy1bPenka65T2AUBAn-WkQ","berry sweet crepe","food",27,3.5,3
"16879","lpxguYo8bJh4fo5SKqNEZw","NXTsT01IVpKYPpa_1L-Rlw","riblet fry","food",17,2,2
"16880","lqBKz1hE9Xjwp0fsfkD1mw","7U73RqIg6JA0WThxWUV3uA","rice noodle","food",21,4,2
"16881","lqCmylh0YzeUEcpZzC9FMA","GYgkmreQorRd5wJg0Pvnfw","fried","food",11,3,1
"16882","lqDAnGiSNAEL7iQwrWAtXQ","E62l6LwZJ7lKaExcUbrtYw","tasty fresh sweet","food",92,4,3
"16883","lqFw5Vasl--EdVOyYxcXnQ","kZ-ytO1SysT7mWchxwguZw","asian steamed bun pork belly chicken","food",61,2.5,6
"16884","lqGS0honfA05EiAHDVluuw","2XkVexeY_8zyc9nriSElQg","taco carne asada fry small","food",49,3.5,5
"16885","lqRdhyrD_4vl5XubMgtGQQ","OnLlTiUpFRRNOmqKkDUnRw","roasted red pepper sausage roll","food",37,4,5
"16886","lq_hblq9i__Pxa9AGa8WrQ","LNsZJP6jZ11e0tDljOLPiQ","cookie ice cream","food",40,4,3
"16887","lql7AdLsVOjqWn-pcKfBhg","KQoeETpQ1nBEQ6fVOtFgWQ","avocado fry","food",13,4,2
"16888","lqt3rSMGu2gY6eQD0HwR6w","x8k5vFVPgZdr9mKn7N8MLQ","honey truffle hot sauce chicken peach","food",60,4.5,6
"16889","lqwCGk0_MDeTxIFDLsLcfA","ncBPf_4toivivsi8b__cRw","chicken crusted charred peach cream corn salsa braised","food",121,2.5,8
"16890","lqwRiHBRrvMvmou5hcTzDg","HPLB1Tr8ZB5UkD-2umKPdA","ice thai tea egg custard condensed milk flavor","food",120,4,8
"16891","lr8NZ1r826CvhDpPc-fZMA","G7xS3HiTKHnRhI8cNRGXpA","vegan coconut almond chocolate endoedible","food",95,4.5,5
"16892","lrYn-UzZZtf7txfqpBD-BA","a1KXovXPdeDurOrER4ST6A","fried octopus","food",14,4,2
"16893","lra0xWW4Nw1UtrfYwmo9sg","g-Q3rLkyGT-TtiRgE-PvgA","free fried ice cream cake","food",64,3.5,5
"16894","lra5RTR6_74O2FAYN3bbhg","L16ly2UGc9j4qO3Id8Gx3A","fried dumpling","food",15,4.5,2
"16895","lrmB5Dk8X2bhQA5ZHDWb1g","qfOSFYfT23CIya1KmD7EGw","french onion homemade soup baguette topped provolone cheese","food",123,3.5,8
"16896","lrqH_skEsoYMsLgi4N2Q5Q","4RggTW3skfGuUt0MOY_zHw","hot sour pad thai chicken",NA,NA,NA,5
"16897","lrtFgzqHon0aaK01xTkpeQ","wCB9mquz6W0ZuO5pPZXeDg","chef special dry chili chicken","food",32,3.5,5
"16898","lrxspii7SuKLdX0RnptixA","fJVrLAFaqcvzt1QAw12Uxw","bbq duck pork combo","food",23,2,4
"16899","lsHPnNfrThjex9rYyAsUOA","OiqDNSdnchr8zQhiMSInLQ","katsu pork rice sweet savory sauce egg","food",78,4,7
"16900","lsRgnPlkjKc7D5iPL-zB1A","9ad0-8h-DRUheY9dF9rYjQ","fried roll","food",10,3.5,2
"16901","lsd6ujGRBWDRvxyadas7AA","83hb_woC2JEOA1ZEIZKJlA","bbq chicken salad","food",17,4,3
"16902","lslCFQIQhBH18lHR-Z2qEw","CmgNyXaBPsn6hLLtWPL_qg","bowl","food",14,4.5,1
"16903","lt12WK50Tym8BUcgukh1aw","EulFlbKaXT_DXG_xL6-mQQ","roll happy","food",45,3.5,2
"16904","lt7bopTn3jzUPvXQYHJdKA","VdlPZg2NAu8t8GkdbPLecg","chicken tikka salad","food",19,3.5,3
"16905","ltMQHOCVPwh3i-SG5e-0fw","ZYkAMs9UcYuwaXSiGczSkA","big breakfast biscuit scrambled egg hot sausage hash brown","food",79,2,9
"16906","lteeUEcqamHvJZn5Ni1k8g","9PIC380tmNYpIC3z5cvcNA","matcha tea crepe cake sauce","food",57,4.5,5
"16907","ltlceLH72O82Th6hAD9LrA","U9gft0DrH35TzGELhFhPuQ","californium roll little crab meat","food",44,3,5
"16908","ltlfudd0_FSnDLSempbZdA","SwAZBCyFtVo_8vkRbJhdkA","chicken shrimp skewer","food",25,4,3
"16909","ltqcdM5BIZKhDaqfKTzyrg","ZCzey5aPhd7jYIoHsUfjmQ","zesty noodle","food",13,4.5,2
"16910","ltzrI04FCINcGwQfsIX46g","Oq76C1wZosdT0ZrA3dJPxQ","volcano roll","food",24,3.5,2
"16911","luEV8RizCwnPLNzPXJPQqA","sZIVzaaEBp_HiYutZ2lWag","purple potato matcha monster cookie chocolate chip","food",75,4.5,7
"16912","luIAaJM0L74f5PSbWldyPg","ALkOqlWODyxPg5VSp0HLrg","salmon","food",6,4,1
"16913","luS7RoOqs5S0c-ukglVsnA","bzMO8LJmJtgo3KuyWGKUxA","spicy garlic sauce pork belly","food",29,4,5
"16914","luUuEm6kf0RxlHMgjomC3w","PLVJCN2p1MIkeDzIbAx9kA","rib salad","food",20,2.5,2
"16915","luhTZX350V_HnDHdzlLpGQ","3_VxxlEFa68OpbsIRkLnZw","chicken karaage","food",23,3.5,2
"16916","luk8gMOSq3VPL8CNsD4EKw","y3EkxHO-qPODtzs_D6E7Rw","deliciou love crispy crab shrimp paste","food",104,4,6
"16917","lulvh9pAyklLFklaYva7Vg","eZcCFV-8X91ZSnmB9807bw","fried macaroni cheese","food",25,3.5,3
"16918","luqtl9dQSYiyr3AWnBStEg","cUxsG0rgpE18dMyvyw8Gdg","southern chicken burger fry","food",34,3,4
"16919","lv0on49CmvL4NIs7tHE8Hw","4MMPpETGn-3LG5xMpcPO7w","grilled beef rice","food",17,3,3
"16920","lvLTlCIfhALtbM_THnVbFw","N93EYZy9R0sdlEvubu94ig","braised beef cheek banh","food",26,4.5,4
"16921","lvOOuRV1FhFNTazkDRQd1w","4x55GDKIP4oHh7H2TKaaHg","belgian chocolate pancake","food",26,1.5,3
"16922","lvQuckzBbBgz2XLHpsHPxw","ruWTngdiC68O9la27hvvHw","room pretzel bread","food",50,4,3
"16923","lvRqfdvTR8vwfzDgIJLJwA","um_o0pxQ3DlRI9EfCzw0hw","deliciou food","food",54,4.5,2
"16924","lvgu9jLoy0hSzqMx_dKuhw","Bc3V5_JEgIDV6ONo2Hcwmg","salmon benedict","food",15,4,2
"16925","lvvufelPhUq78vDmS_nL4A","Sm2k1ijcnK17Ro5paN2_qQ","meatball marinara sauce melted mozzarella cheese toasted bread","food",94,3.5,8
"16926","lw3dG-Kw5c87d6jngFG9_w","pLMPpaJ7whp86uL_3ezwMg","burger strip","food",25,4,2
"16927","lw4MAhgY_6A96iH202mIfw","TQ-FgDYJbJhIXTvSdv-jUw","fried pickle","food",13,2.5,2
"16928","lw7bxIrh9_EZ53GdiAgzUA","BEplfZTUzYwApjMUaOA12w","duck relleno orange confit savory sauce mexican crema","food",96,4,8
"16929","lwDVo4_Tn4jItKuhoZwA9Q","zBFhe2VVjhQZPieaG0ydBA","vegan quinoa bowl","food",17,4,3
"16930","lx9FowVNH3bsQHUZq3r06Q","m9ehWBNx0Emt7fxXK5DrSQ","chicken salad","food",22,3,2
"16931","lxI10rZzG7W-OzbZDMhSKg","zRqi6L1u-YmmVAHjeUbGMQ","truffle fry chicken sandwich","food",44,4.5,4
"16932","lxdvCOvb-HY82rlO3j2VQQ","igHYkXZMLAc9UdV5VnR_AA","avocado toast bread","food",104,4.5,3
"16933","lxerjheYsMLn-D6KkG1STQ","bPBZEDuHbE-I7bxUWIYMhQ","grilled","food",19,3,1
"16934","lxf61ZR9YqfMbr8ZEGfUFA","B9HEaOiIBYduurc0AeCadg","spicy salmon blue crab roll","food",37,4,5
"16935","lxxfU83oR8Vu3Eqmg8jJQg","KeQ1cK564cL5C_hBTFrqnA","chicken","food",17,4,1
"16936","ly4qDLAPGqrjn0UNLt2PvQ","evdJO0v9rvVixieNEnaeJg","salmon gorgeou","food",31,4.5,2
"16937","ly8Ngh39sVJnwAni3faP0w","LQI8R7yYXmWzWKd7wLCf2Q","cajun meatloaf mashed potato","food",32,4,4
"16938","ly9Sq-0mn4o4ff8oe1kPqA","5diHqpk_JSC4p8tIo4APow","herb crusted salmon","food",19,3.5,3
"16939","ly9a78PIFRJbQZOPADuSrA","OlWWHMKPSroPqnLd1I5ujg","strawberry pancake","food",31,2.5,2
"16940","lyuYHmPhp3ZAMcnhS-eAcQ","wJft0Y8B9plFJcfibQl1wg","pomodoro housemade meatball tomato grilled bread","food",84,3.5,6
"16941","lz-LQugEWr78AKCaQCXs2w","iJi7yebXoPVXRyGqqL-v8g","love chili basil dipping sauce","food",37,4,5
"16942","lz23laoMSbvxGhTRq7MgYg","gOOfBSBZlffCkQ7dr7cpdw","spicy shrimp taco cucumber mango slaw cilantro aioli","food",66,4.5,8
"16943","lz5ofKYlUKfOTs6pk4UhVA","EzC51yOetmrju2DPP72iRA","egg salad fried chicken","food",27,3.5,4
"16944","lzFE6y9hAoiiIsFCSolLEA","rbcfYmJtqwIkk17IeOI5Kw","endoedible crab","food",98,4,2
"16945","lzIVdcWcCWLj7QQMDp9qZQ","G6BwYw_0_atLPTzI1uokIA","tortilla soup","food",13,4,2
"16946","lzLsMJCn5L7ZNoHjoa2NXw","0LmDg_Y6Ht3zFqtvmLhp6g","chicken greek","food",13,4,2
"16947","lzQjxu6YsFTKvh0SIYGUZw","duw-3Aj7gAKbQG-isS5UtQ","brunch double chocolate muffin","food",48,4,4
"16948","lzTsZhfZPgixNUcSgtn_ww","bKbYRUZKDYonSPOjzchJJg","cold noodle","food",11,4,2
"16949","lzrSpYWKG6WJkIYFazMOLw","X91rjC4EkH_3ZGY3ciIs8Q","matcha tea hong kong waffle blueberry lavender ice cream","food",67,4,9
"16950","lzwaSuviVDJYFawDFWj0dw","uBdYMY6a6A7FyxzTSwOiDg","nutella crepe sauteed banana toasted almond cream","food",72,4,7
"16951","lzyOlqrWcDHCuvUYd1ympg","Ql0iiHl2xpIwtkuC255Wiw","pizza","food",13,3,1
"16952","m-FSLxW63GHsuOoNtd-B7w","mFeonrNcF_i6KTQ2KCVgjQ","pizza","food",37,3.5,1
"16953","m-IT9FzS5uTDm4dxLAE7KQ","UUtWoDyREiy9MPdtTRFUYQ","veggie chow special chicken white rice","food",101,4.5,6
"16954","m-Lv3z75C1jL5ys-gn3x9w","qRhxldX3lnOMJUNlytYvfQ","classic shrimp alfredo","food",31,2.5,3
"16955","m-oIpbv1hgyJWRUqPgAc8w","F_oPMHJrH42R67xp5eKtQA","sweet sour chicken","food",22,4,3
"16956","m03FgHhgzvtTX6IoRC2w8A","xd-AnaGxEMKT2zTEheP6_w","hot dog fried cheese","food",31,4,4
"16957","m0MNUrm9SyuXUScoisGw_w","0uMK11Hq5pTLyxLE1lWRzQ","pulled beef","food",19,3.5,2
"16958","m0Z0mD_72w4NQ-ZPa3Abjg","SurnOSM2bVVN4-Js3G23RQ","chocolate mousse","food",99,4,2
"16959","m1Fvq-zYZGc8-HFEsSHY1Q","kICgNgVRkIh4doz0atyMMA","spicy szechuan rib beef mushroom","food",48,4,5
"16960","m1KucXqxHs7QAfhVxJz1EA","51K92JdkWICGDvvVCBYhFA","fish taco gourmet shrimp sangrium","food",68,3.5,5
"16961","m1LMuJ9zkGsOEl_M8p9e2A","i9D9xPBV0gR1Ja9kbY4NCw","pork benedict","food",22,4,2
"16962","m1M2wvqtGzpJNmJEbGRPAQ","D3vC024Q8CLuiI3iGQ-zPw","breakfast red house sunday pancake scratch pure maple syrup","food",100,4,9
"16963","m1Y47fK3vWCJXV3TdCn_Xw","bk4FIHt8ODRBPfqL4Fd2aQ","fried dill pickle chip","food",23,3.5,4
"16964","m1dGsOgp_vLTqxOyU3Nthg","IhNASEZ3XnBHmuuVnWdIwA","sea salt cream","food",21,5,3
"16965","m1jafQF5ZTPhrdd3x77sOw","G-5kEa6E6PD5fkBRuA7k9Q","rosemary bread","food",14,3.5,2
"16966","m1sd6tjHkmD_IdvQ7xCHJg","YuhAHVsstmDENWuZM30tMA","thai bbq chicken","food",16,4.5,3
"16967","m1yPUfEBESbdJgaVZrgmlg","6GCbZASjMnAPYBWLc_z30g","broiled salmon","food",14,3,2
"16968","m2DfxvPFz240GClWjeGXeA","33Tr0eRki1Yamzleu4GMdw","chocolate dipped coconut macaroon","food",52,4.5,4
"16969","m2KpRmyL3ZqZvAK8vYo7NA","d7ozMWbBwcFOkHM3zmktfA","spicy pork","food",10,3,2
"16970","m2jagIBftPQyD8nn7wQj7g","Wr30AyA6PyGsuGS2FyJUcQ","chicken bacon ranch wrap caribbean bowl","food",94,2,6
"16971","m2wEbCfcSqRmS0GDI5yGcw","T6heTszmiCbkBuKFlr0Slw","cajun chicken taco","food",25,2.5,3
"16972","m30uQjAZVEtodHMM3kIN0Q","VXIOTZb0vghuj9t7YSDWLA","fresh mango","food",31,3.5,2
"16973","m3bhIYR98gOTv4SDcfcWPw","MYn-VzURyyDQqz0l5-PmDQ","caesar salad","food",12,4,2
"16974","m3gDd03sc1bP65i9bJKsxw","mU3vlAVzTxgmZUu6F4XixA","chilled noodle","food",15,4,2
"16975","m3r8EVUTZGoAh17tKc8Puw","R8MlQBl08OICEJOvwsw25g","goat cheese mushroom","food",45,4.5,3
"16976","m3tUaXmJKVbCGX6DvgB_jQ","RixnVQV24bc3p92mSntaVA","cooky cream waffle","food",24,4,3
"16977","m41v_TqGHEXeBiRF6rbyqA","YrtAT1B8aFp5dKNss1ICbw","vega roll","food",15,4,2
"16978","m48M3C7zUkLHM0a1oR-U2Q","MJ1XNas3x158Ulw2kR4zVw","burger","food",19,3.5,1
"16979","m4D6VFRfw12I8fhNSvGQiw","33Tr0eRki1Yamzleu4GMdw","cheese danish","food",27,4.5,2
"16980","m4I1KeistvOTjeu9M0X-aQ","2NICrHy0I5rlEJmlt0ao9A","double burger","food",26,4,2
"16981","m4NMLxwCbww7BALyaClFGA","aRqxT28Tdz2aDiZ7Vkyejw","pumpkin spiced waffle maple cream cheese","food",83,4,6
"16982","m52H2mfgJc4eAB295j1fpw","FKnIIONBcfdPSVW-r5_zfw","classic shrimp cocktail love sauce bite horseradish","food",108,3.5,7
"16983","m59Clv1h28PCFaIKHa_bLA","wEc4JE2NYQr1RnGjGr4q7w","grilled wing","food",21,4,2
"16984","m5OwAy1kq-s90F2H2-kfxw","eh127ASMZstrELE0K0XADw","lobster roll deliciou","food",33,4.5,3
"16985","m5c_v1jgFI5G0bGhP4feeg","CVnfj-UBgOSEvcdt4eWUeA","chicken katsu spicy teriyaki plate rice juicy flavor","food",122,4,8
"16986","m5dXFabJXPaXg_utfwko8Q","JLbgvGM4FXh9zNP4O5ZWjQ","ribeye steak","food",31,4,2
"16987","m5mqMAv2ufNLKpiSB12ttg","IV2CLIAAvF40lIFsu0BJtg","style spicy roast duck","food",89,3.5,4
"16988","m5pDZTVYlig-6802ABy1Dg","SW6ZQk22G1_CV81_gfnvNQ","taco","food",7,3.5,1
"16989","m5wuN3fRZ5XWGe6-pJ_yHw","P7Dqa0IbcFgRZ1aK7CPAOw","artisan grilled chicken sandwich extra meal","food",60,1.5,6
"16990","m5yYNZG6A_50jX1OHZ98_w","0ETtpZSd6f7q_-o-7gutPg","savory breakfast crepe","food",22,4.5,3
"16991","m6BhtqITjKd2STS1vvnhOQ","nqTvE7ivdU23oUWdI01tOA","oxtail special","food",14,4.5,2
"16992","m6CKTyx29V_mNTzoHWPyhg","iuya9nmV6ievrTNSOdEywg","steak egg","food",14,3.5,2
"16993","m6PyEGhhp0YjLFHkGpr1ZA","fzHBvd0HZm1yB3UIMqZ3bA","chili wonton extra sauce","food",87,3.5,4
"16994","m6n-8t7tEaaZWCBMPfuYYg","_6hReDyVSr94W2WMO1LJLw","roasted sweet potato","food",30,4.5,3
"16995","m6u2hNwbwHgFpVaH-fClJg","77h11eWv6HKJAgojLx8G4w","avocado bread","food",72,4,2
"16996","m79BrG9pl-jzPyP7U6Kq3A","FB2zcyp_z1XEM5WngoO5Lg","sushi combo piece nigiri golden dragon roll","food",70,4.5,7
"16997","m79rgTsCQdi4zjKptmwhHg","Ec9CBmL3285XkeHaNp-bSQ","grilled","food",13,4,1
"16998","m7XmnuUKSOpHvLymov1sfQ","7CPGGNwHibzQtnERq7u2Hw","chicken parmigianium","food",19,3,2
